term,estimate,std.error,statistic,p.value,conf.low,conf.high,interpretacion
(Intercept),0.0018979639850160565,1.594593181043762,-3.9301394416480164,8.48966127208421e-5,5.072924218845651e-5,0.029433713151099754,Intercepto
fomo,2.333807153258425,0.48697440129846997,1.7403397451581888,0.08179937900868134,0.9057896192316909,6.43234369248061,"Por cada punto extra en FOMO, la probabilidad de comprar aumenta X%"
escasez,1.5451596266886225,0.456960579238066,0.9522204825268271,0.3409851753315559,0.6335434192270244,4.032170339320458,"Por cada punto extra en Escasez, la probabilidad de comprar aumenta Y%"
tiempo_num,4.4992779946899315,0.7692974641137579,1.954922521435285,0.05059221587326863,1.091612347648463,24.00831598742965,"Por cada hora extra en TikTok, la probabilidad cambia Z%"
